프로빈스 번호,인게임 코드,한국어 명칭,영문 명칭,RGB,백작령,백작령 코드,백작령 색상,공작령,공작령 코드,공작령 색상,공작령 수도,왕국령,왕국령 코드,왕국령 색상,왕국령 수도,제국령,제국령 코드,제국령 색상,제국령 수도,문화,종교,홀딩,지형,특이사항,end,
2126,b_2126,옥강,okgang,"44,201,63",옥강,c_okgang,"44,201,63",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,marxism,castle_holding,,,end,
2127,b_2127,고령삭,goryeongsak,"86,204,191",고령삭,c_goryeongsak,"86,204,191",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,marxism,castle_holding,,,end,
2128,b_2128,월화,wolhwa,"86,204,191",고령삭,c_goryeongsak,"86,204,191",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2129,b_2129,비현,bihyeon,"86,6,66",위원,c_wiwon,"86,6,66",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2130,b_2130,고관,gogwan,"86,6,66",위원,c_wiwon,"86,6,66",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2131,b_2131,의주,uiju,"44,3,193",신의주,c_uiju,"44,3,193",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,marxism,castle_holding,,,end,
2132,b_2132,위원,wiwon,"86,6,66",위원,c_wiwon,"86,6,66",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,new_left,castle_holding,,,end,
2133,b_2133,송장,songjang,"44,3,193",신의주,c_uiju,"44,3,193",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2134,b_2134,고성,goseong,"44,3,193",신의주,c_uiju,"44,3,193",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2135,b_2135,수진,sujin,"44,3,193",신의주,c_uiju,"44,3,193",신의주,d_uiju,"44,3,193",c_uiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2136,b_2136,문전,munjeon,"44,18,68",문전,c_munjeon,"44,18,68",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,cheondo,castle_holding,,,end,
2137,b_2137,고덕,godeok,"44,18,68",문전,c_munjeon,"44,18,68",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2138,b_2138,갈산,galsan,"2,30,70",덕언,c_deokeon,"2,30,70",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2139,b_2139,마산,masan,"44,18,68",문전,c_munjeon,"44,18,68",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2140,b_2140,덕언,deokeon,"2,30,70",덕언,c_deokeon,"2,30,70",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,cheondo,castle_holding,,,end,
2141,b_2141,고안,goan,"2,30,70",덕언,c_deokeon,"2,30,70",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2142,b_2142,정주,jeongju,"86,36,71",정주,c_jeongju,"86,36,71",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,marxism,castle_holding,,,end,
2143,b_2143,옥천,okcheon,"44,48,73",곽산,c_gwanksan,"44,48,73",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2144,b_2144,하단,hadan,"86,36,71",정주,c_jeongju,"86,36,71",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2145,b_2145,임포,impo,"86,36,71",정주,c_jeongju,"86,36,71",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2146,b_2146,곽산,gwaksan,"44,48,73",곽산,c_gwanksan,"44,48,73",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,new_left,castle_holding,,,end,
2147,b_2147,관주,gwanju,"44,48,73",곽산,c_gwanksan,"44,48,73",정주,d_jeongju,"86,36,71",c_jeongju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2148,b_2148,일봉,ilbong,"84,99,186",심천,c_simcheon,"84,99,186",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2149,b_2149,용연,yongyeon,"84,99,186",심천,c_simcheon,"84,99,186",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2150,b_2150,삼봉,sambong,"86,66,76",선천,c_seoncheon,"86,66,76",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2151,b_2151,군산,gunsan,"86,66,76",선천,c_seoncheon,"86,66,76",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2152,b_2152,선천,seoncheon,"86,66,76",선천,c_seoncheon,"86,66,76",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,new_left,castle_holding,,,end,
2153,b_2153,신부,sinbu,"84,99,186",심천,c_simcheon,"84,99,186",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2154,b_2154,태산,taesan,"2,75,205",수청,c_sucheong,"2,75,205",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2155,b_2155,수청,sucheong,"2,75,205",수청,c_sucheong,"2,75,205",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,marxism,castle_holding,,,end,
2156,b_2156,백량,baekryang,"86,81,206",철산,c_cheolsan,"86,81,206",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2157,b_2157,철산,cheolsan,"86,81,206",철산,c_cheolsan,"86,81,206",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,new_left,castle_holding,,,end,
2158,b_2158,부서,buseo,"2,90,80",가산,c_gasan,"2,90,80",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2159,b_2159,여한,yeohan,"2,90,80",가산,c_gasan,"2,90,80",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2160,b_2160,가산,gasan,"2,90,80",가산,c_gasan,"2,90,80",철산,d_cheolsan,"86,81,206",c_cheolsan,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,new_left,castle_holding,,,end,
2161,b_2161,정차,jeongcha,"86,96,81",동당,c_dongdang,"86,96,81",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2162,b_2162,동당,dongdang,"86,96,81",동당,c_dongdang,"86,96,81",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,marxism,castle_holding,,,end,
2163,b_2163,동상,dongsang,"2,105,210",동하,c_dongha,"2,105,210",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2164,b_2164,양광,yanggwang,"2,105,210",동하,c_dongha,"2,105,210",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2165,b_2165,동하,dongha,"2,105,210",동하,c_dongha,"2,105,210",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,marxism,castle_holding,,,end,
2166,b_2166,북중,bukjung,"170,117,212",용천,c_yongcheon,"170,117,212",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2167,b_2167,양하,yangha,"0,108,60",신의주,c_sinuiju,"0,108,60",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2168,b_2168,용연,yongyeon,"0,108,60",신의주,c_sinuiju,"0,108,60",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2169,b_2169,용천,yongcheon,"170,117,212",용천,c_yongcheon,"170,117,212",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,uiju,new_left,castle_holding,,,end,
2170,b_2170,부라,bura,"170,117,212",용천,c_yongcheon,"170,117,212",신의주,d_sinuiju,"0,108,60",c_sinuiju,의주,k_uiju,"44,3,193",c_uiju,,,,,,,none,,,end,
2171,b_2171,귀림,gwirim,"86,126,86",신상,c_sinsang,"86,126,86",정평,d_jeongpyeong,"86,141,216",c_jeongpyeong,원산,k_wonsan,"43,90,188",c_wonsan,,,,,,,none,,,end,
2172,b_2172,신상,sinsang,"86,126,86",신상,c_sinsang,"86,126,86",정평,d_jeongpyeong,"86,141,216",c_jeongpyeong,원산,k_wonsan,"43,90,188",c_wonsan,,,,,hamheung,hamortho,castle_holding,,,end,
2173,b_2173,선덕,seondeok,"42,171,198",흥남,c_heungnam,"42,171,198",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2174,b_2174,문산,munsan,"86,126,86",신상,c_sinsang,"86,126,86",정평,d_jeongpyeong,"86,141,216",c_jeongpyeong,원산,k_wonsan,"43,90,188",c_wonsan,,,,,,,none,,,end,
2175,b_2175,장원,jangwon,"2,135,215",장원,c_jangwon,"2,135,215",정평,d_jeongpyeong,"86,141,216",c_jeongpyeong,원산,k_wonsan,"43,90,188",c_wonsan,,,,,hamheung,hamortho,castle_holding,,,end,
2176,b_2176,광덕,gwangdeok,"86,141,216",정평,c_jeongpyeong,"86,141,216",정평,d_jeongpyeong,"86,141,216",c_jeongpyeong,원산,k_wonsan,"43,90,188",c_wonsan,,,,,,,none,,,end,
2177,b_2177,정평,jeongpyeong,"86,141,216",정평,c_jeongpyeong,"86,141,216",정평,d_jeongpyeong,"86,141,216",c_jeongpyeong,원산,k_wonsan,"43,90,188",c_wonsan,,,,,hamheung,hamortho,castle_holding,,,end,
2178,b_2178,고산,gosan,"2,135,215",장원,c_jangwon,"2,135,215",정평,d_jeongpyeong,"86,141,216",c_jeongpyeong,원산,k_wonsan,"43,90,188",c_wonsan,,,,,,,none,,,end,
2179,b_2179,신성,sinseong,"169,18,242",대흥,c_taehung,"1,124,255",맹산,d_maengsan,"221,17,12",c_maengsan,묘향,k_myohyang,"49,168,102",c_maengsan,,,,,,,none,,,end,
2180,b_2180,대흥,taeheung,"169,18,242",대흥,c_taehung,"1,124,255",맹산,d_maengsan,"221,17,12",c_maengsan,묘향,k_myohyang,"49,168,102",c_maengsan,,,,,deokcheon,juche,castle_holding,,,end,
2181,b_2181,소백,sobaek,"169,18,242",대흥,c_taehung,"1,124,255",맹산,d_maengsan,"221,17,12",c_maengsan,묘향,k_myohyang,"49,168,102",c_maengsan,,,,,,,none,,,end,
2182,b_2182,덕화,deokhwa,"169,18,242",녕원,c_nyongwon,"123,11,14",맹산,d_maengsan,"221,17,12",c_maengsan,묘향,k_myohyang,"49,168,102",c_maengsan,,,,,,,none,,,end,
2183,b_2183,온화,onhwa,"169,18,242",녕원,c_nyongwon,"123,11,14",맹산,d_maengsan,"221,17,12",c_maengsan,묘향,k_myohyang,"49,168,102",c_maengsan,,,,,,,none,,,end,
2184,b_2184,성룡,seongryong,"169,18,242",녕원,c_nyongwon,"123,11,14",맹산,d_maengsan,"221,17,12",c_maengsan,묘향,k_myohyang,"49,168,102",c_maengsan,,,,,,,none,,,end,
2185,b_2185,영락,yeongrak,"169,18,242",녕원,c_nyongwon,"123,11,14",맹산,d_maengsan,"221,17,12",c_maengsan,묘향,k_myohyang,"49,168,102",c_maengsan,,,,,,,none,,,end,
2186,b_2186,녕원,nyongwon,"169,18,242",녕원,c_nyongwon,"123,11,14",맹산,d_maengsan,"221,17,12",c_maengsan,묘향,k_myohyang,"49,168,102",c_maengsan,,,,,deokcheon,juche,castle_holding,,,end,
2187,b_2187,신풍,sinpung,"128,174,94",장동,c_jangdong,"128,174,94",희천,d_huicheon,"126,132,64",c_huicheon,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2188,b_2188,장동,jangdong,"128,174,94",장동,c_jangdong,"128,174,94",희천,d_huicheon,"126,132,64",c_huicheon,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,yeongbyeon,juche,castle_holding,,,end,
2189,b_2189,동창,dongchang,"128,174,94",장동,c_jangdong,"128,174,94",희천,d_huicheon,"126,132,64",c_huicheon,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2190,b_2190,장평,jangpyeong,"126,132,64",희천,c_huicheon,"126,132,64",희천,d_huicheon,"126,132,64",c_huicheon,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2191,b_2191,길현,gilhyeon,"126,132,64",희천,c_huicheon,"126,132,64",희천,d_huicheon,"126,132,64",c_huicheon,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2192,b_2192,명문,myeongmun,"170,192,97",극성,c_guikseong,"170,192,97",희천,d_huicheon,"126,132,64",c_huicheon,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2193,b_2193,소요항,soyohang,"126,132,64",희천,c_huicheon,"126,132,64",희천,d_huicheon,"126,132,64",c_huicheon,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2194,b_2194,극성,guikseong,"170,192,97",극성,c_guikseong,"170,192,97",희천,d_huicheon,"126,132,64",c_huicheon,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,yeongbyeon,mu_pagan,castle_holding,,,end,
2195,b_2195,도원,dowon,"44,198,98",양강,c_yanggang,"44,198,98",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2196,b_2196,양강,yanggang,"44,198,98",양강,c_yanggang,"44,198,98",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,yeongbyeon,marxism,castle_holding,,,end,
2197,b_2197,판면,panmyeon,"44,198,98",양강,c_yanggang,"44,198,98",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2198,b_2198,용암,yongam,"2,210,0",동도,c_dongdo,"2,210,0",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2199,b_2199,부평,bupyeong,"2,210,0",동도,c_dongdo,"2,210,0",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2200,b_2200,동도,dongdo,"2,210,0",동도,c_dongdo,"2,210,0",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,yeongbyeon,mu_pagan,castle_holding,,,end,
2201,b_2201,구평,gupyeong,"168,135,192",초산,c_chosan,"168,135,192",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2202,b_2202,구룡,guryong,"168,135,192",초산,c_chosan,"168,135,192",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2203,b_2203,가별,gabyeol,"170,9,2",권회,c_gwonhoe,"170,9,2",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2204,b_2204,권회,gwonhoe,"170,9,2",권회,c_gwonhoe,"170,9,2",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,yeongbyeon,tengri_pagan,castle_holding,,,end,
2205,b_2205,성남,seongnam,"170,9,2",권회,c_gwonhoe,"170,9,2",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2206,b_2206,성서,seongseo,"86,18,131",벽동,c_byeokdong,"86,18,131",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2207,b_2207,벽동,byeokdong,"86,18,131",벽동,c_byeokdong,"86,18,131",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,yeongbyeon,tengri_pagan,castle_holding,,,end,
2208,b_2208,우시,usi,"86,18,131",벽동,c_byeokdong,"86,18,131",벽동,d_byeokdong,"86,18,131",c_byeokdong,영변,k_yeongbyeon,"170,90,172",c_yeongbyeon,,,,,,,none,,,end,
2209,b_2209,용림,yongrim,"44,45,8",한전,c_hanjeon,"44,45,8",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2210,b_2210,입관,ibgwan,"86,33,6",전천,c_jeoncheon,"86,33,6",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2211,b_2211,화경,hwagyeong,"86,33,6",전천,c_jeoncheon,"86,33,6",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2212,b_2212,전천,jeoncheon,"86,33,6",전천,c_jeoncheon,"86,33,6",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,jaseong,mu_pagan,tribal_holding,,,end,
2213,b_2213,성간,seonggan,"86,33,6",전천,c_jeoncheon,"86,33,6",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2214,b_2214,간북,ganbuk,"44,45,8",한전,c_hanjeon,"44,45,8",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2215,b_2215,공북,gongbuk,"44,45,8",한전,c_hanjeon,"44,45,8",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2216,b_2216,한전,hanjeon,"44,45,8",한전,c_hanjeon,"44,45,8",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,jaseong,juche,tribal_holding,,,end,
2217,b_2217,종서,jongseo,"170,54,137",만포,c_manpo,"170,54,137",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2218,b_2218,이서,iseo,"170,54,137",만포,c_manpo,"170,54,137",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2219,b_2219,만포,manpo,"170,54,137",만포,c_manpo,"170,54,137",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,jaseong,mu_pagan,tribal_holding,,,end,
2220,b_2220,고산,gosan,"170,69,12",강계,c_ganggye,"170,69,12",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2221,b_2221,어뢰,eoroe,"170,69,12",강계,c_ganggye,"170,69,12",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2222,b_2222,시중,sijung,"170,69,12",강계,c_ganggye,"170,69,12",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2223,b_2223,외귀,oegwi,"170,54,137",만포,c_manpo,"170,54,137",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2224,b_2224,강계,ganggye,"170,69,12",강계,c_ganggye,"170,69,12",강계,d_ganggye,"170,69,12",c_ganggye,자성,k_jaseong,"84,144,66",c_jaseong,,,,,jaseong,mu_pagan,tribal_holding,,,end,
2225,b_2225,숭정,sungjeong,"86,78,141",화창,c_hwachang,"86,78,141",위원,d_wiwon,"2,87,15",c_j_wiwon,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2226,b_2226,대덕,daedeok,"86,78,141",화창,c_hwachang,"86,78,141",위원,d_wiwon,"2,87,15",c_j_wiwon,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2227,b_2227,화창,hwachang,"86,78,141",화창,c_hwachang,"86,78,141",위원,d_wiwon,"2,87,15",c_j_wiwon,자성,k_jaseong,"84,144,66",c_jaseong,,,,,jaseong,mu_pagan,tribal_holding,,,end,
2228,b_2228,위송,wisong,"170,84,142",봉산,c_j_bongsan,"170,84,142",위원,d_wiwon,"2,87,15",c_j_wiwon,자성,k_jaseong,"84,144,66",c_jaseong,,,,,,,none,,,end,
2229,b_2229,봉산,bongsan,"170,84,142",봉산,c_j_bongsan,"170,84,142",위원,d_wiwon,"2,87,15",c_j_wiwon,자성,k_jaseong,"84,144,66",c_jaseong,,,,,jaseong,mu_pagan,tribal_holding,,,end,
2230,b_2230,위원,wiwon,"2,87,15",위원,c_j_wiwon,"2,87,15",위원,d_wiwon,"2,87,15",c_j_wiwon,자성,k_jaseong,"84,144,66",c_jaseong,,,,,jaseong,mu_pagan,tribal_holding,,,end,
2231,b_2231,상통,sangtong,"128,96,144",기천,c_gicheon,"128,96,144",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2232,b_2232,하조양,hajoyang,"128,96,144",기천,c_gicheon,"128,96,144",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2233,b_2233,기천,gicheon,"128,96,144",기천,c_gicheon,"128,96,144",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,hamheung,hamortho,castle_holding,,,end,
2234,b_2234,기곡,gigok,"170,99,17",기곡,c_h_gigok,"170,99,17",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,hamheung,hamortho,castle_holding,,,end,
2235,b_2235,덕산,deoksan,"170,99,17",기곡,c_h_gigok,"170,99,17",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2236,b_2236,동천,dongcheon,"170,99,17",기곡,c_h_gigok,"170,99,17",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2237,b_2237,퇴조,toejo,"42,171,198",흥남,c_heungnam,"42,171,198",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2238,b_2238,상지천,sangjicheon,"170,114,147",함흥,c_hamheung,"170,114,147",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2239,b_2239,천원,cheonwon,"170,114,147",함흥,c_hamheung,"170,114,147",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2240,b_2240,주북,jubuk,"170,114,147",함흥,c_hamheung,"170,114,147",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2241,b_2241,천서,cheonseo,"170,114,147",함흥,c_hamheung,"170,114,147",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2242,b_2242,주지,juji,"42,171,198",흥남,c_heungnam,"42,171,198",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2243,b_2243,주서,juseo,"170,114,147",함흥,c_hamheung,"170,114,147",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2244,b_2244,삼평,sampyeong,"42,171,198",흥남,c_heungnam,"42,171,198",함흥,d_hamheung,"170,114,147",c_hamheung,함흥,k_hamheung,"170,114,147",c_hamheung,,,,,,,none,,,end,
2245,b_2245,하원천,l.woncheon,"128,141,24",영고,c_yeonggo,"128,141,24",신흥,d_sinheung,"170,144,152",c_sinheung,백두,k_baekdu,"2,114,55",c_hyesan,,,,,,,none,,,end,
2246,b_2246,상원천,u.woncheon,"128,141,24",영고,c_yeonggo,"128,141,24",신흥,d_sinheung,"170,144,152",c_sinheung,백두,k_baekdu,"2,114,55",c_hyesan,,,,,,,none,,,end,
2247,b_2247,동상,dongsang,"128,141,24",영고,c_yeonggo,"128,141,24",신흥,d_sinheung,"170,144,152",c_sinheung,백두,k_baekdu,"2,114,55",c_hyesan,,,,,,,none,,,end,
2248,b_2248,영고,yeonggo,"128,141,24",영고,c_yeonggo,"128,141,24",신흥,d_sinheung,"170,144,152",c_sinheung,백두,k_baekdu,"2,114,55",c_hyesan,,,,,hamheung,juche,tribal_holding,,,end,
2249,b_2249,신흥,sinheung,"170,144,152",신흥,c_sinheung,"170,144,152",신흥,d_sinheung,"170,144,152",c_sinheung,백두,k_baekdu,"2,114,55",c_hyesan,,,,,hamheung,juche,tribal_holding,,,end,
2250,b_2250,백악,baekak,"170,144,152",신흥,c_sinheung,"170,144,152",신흥,d_sinheung,"170,144,152",c_sinheung,백두,k_baekdu,"2,114,55",c_hyesan,,,,,,,none,,,end,
2251,b_2251,원평,wonpyeong,"170,144,152",신흥,c_sinheung,"170,144,152",신흥,d_sinheung,"170,144,152",c_sinheung,백두,k_baekdu,"2,114,55",c_hyesan,,,,,,,none,,,end,
2252,b_2252,장진,jangjin,"86,153,26",장진,c_jangjin,"86,153,26",삼수,d_samsu,"128,201,34",c_samsu,백두,k_baekdu,"2,114,55",c_hyesan,,,,,baekdu,juche,castle_holding,,,end,
2253,b_2253,서한,seohan,"86,153,26",장진,c_jangjin,"86,153,26",삼수,d_samsu,"128,201,34",c_samsu,백두,k_baekdu,"2,114,55",c_hyesan,,,,,,,city_holding,,,end,
