프로빈스 번호,인게임 코드,한국어 명칭,영문 명칭,RGB,백작령,백작령코드명,백작령 색상,공작령,공작령코드명,공작령 색상,왕국령,왕국령코드명,왕국령 색상,제국령,제국령코드명,제국령 색상,문화,종교,홀딩,지형,특이사항,
1439,b_1439,양도,yangdo,"85, 51, 146",화도,,,강화도,,,인천,,,,,,,,,,,
1440,b_1440,불은,buleun,"1, 60, 20",불은,,,강화도,,,인천,,,,,,,,,,,
1441,b_1441,내가,naega,"86, 135, 186",양사,,,강화도,,,인천,,,,,,,,,,,
1442,b_1442,선원,seonwon,"1, 60, 20",불은,,,강화도,,,인천,,,,,,,,,,,
1443,b_1443,강화,ganghwa,"170, 141, 187",강화,,,강화도,,,인천,,,,,,,,,,,
1444,b_1444,하점,hajeom,"86, 135, 186",양사,,,강화도,,,인천,,,,,,,,,,,
1445,b_1445,송해,songhae,"170, 141, 187",강화,,,강화도,,,인천,,,,,,,,,,,
1446,b_1446,덕산,deoksan,"2, 159, 190",청풍,,,제천,,,충청,,,,,,,,,,,
1447,b_1447,한수,hansu,"2, 159, 190",청풍,,,제천,,,충청,,,,,,,,,,,
1448,b_1448,수산,susan,"2, 159, 190",청풍,,,제천,,,충청,,,,,,,,,,,
1449,b_1449,청풍,cheongpung,"2, 159, 190",청풍,,,제천,,,충청,,,,,,,,,,,
1450,b_1450,금성,geumseong,"86, 165, 191",제천,,,제천,,,충청,,,,,,,,,,,
1451,b_1451,제천,jecheon,"86, 165, 191",제천,,,제천,,,충청,,,,,,,,,,,
1452,b_1452,송학,songhak,"86, 165, 191",제천,,,제천,,,충청,,,,,,,,,,,
1453,b_1453,신림,sinrim,"0, 81, 20",흥업,,,원주,,,영서,,,,,,,,,,,
1454,b_1454,,,,,,,,,,,,,,,,,,,,공란,
1455,b_1455,봉양,bongyang,"86, 165, 191",제천,,,제천,,,충청,,,,,,,,,,,
1456,b_1456,백운,baekun,"86, 165, 191",제천,,,제천,,,충청,,,,,,,,,,,
1457,b_1457,판부,panbu,"0, 81, 20",흥업,,,원주,,,영서,,,,,,,,,,,
1458,b_1458,봉양,bongyang,"2, 204, 70",봉양,,,의성,,,안동,,,,,,,,,,,
1459,b_1459,안흥,anheung,"1, 120, 30",둔내,,,원주,,,영서,,,,,,,,,,,
1460,b_1460,둔내,dunnae,"1, 120, 30",둔내,,,원주,,,영서,,,,,,,,,,,
1461,b_1461,우천,ucheon,"1, 120, 30",둔내,,,원주,,,영서,,,,,,,,,,,
1462,b_1462,청일,cheongil,"127, 177, 4",횡성,,,원주,,,영서,,,,,,,,,,,
1463,b_1463,갑천,gapcheon,"127, 177, 4",횡성,,,원주,,,영서,,,,,,,,,,,
1464,b_1464,횡성,hoengseong,"127, 177, 4",횡성,,,원주,,,영서,,,,,,,,,,,
1465,b_1465,공근,gonggeun,"127, 177, 4",횡성,,,원주,,,영서,,,,,,,,,,,
1466,b_1466,소초,socho,"85, 141, 161",원주,,,원주,,,영서,,,,,,,,,,,
1467,b_1467,원주,wonju,"85, 141, 161",원주,,,원주,,,영서,,,,,,,,,,,
1468,b_1468,호저,hojeo,"85, 141, 161",원주,,,원주,,,영서,,,,,,,,,,,
1469,b_1469,지정,jijeong,"85, 141, 161",원주,,,원주,,,영서,,,,,,,,,,,
1470,b_1470,,,,,,,,,,,,,,,,,,,,공란,
1471,b_1471,수안보,suanbo,"1, 165, 165",충주,,,충주,,,충청,,,,,,,,,,,
1472,b_1472,살미,salmi,"1, 165, 165",충주,,,충주,,,충청,,,,,,,,,,,
1473,b_1473,동량,dongryang,"1, 165, 165",충주,,,충주,,,충청,,,,,,,,,,,
1474,b_1474,산척,sancheok,"1, 165, 165",충주,,,충주,,,충청,,,,,,,,,,,
1475,b_1475,충주,chungju,"1, 165, 165",충주,,,충주,,,충청,,,,,,,,,,,
1476,b_1476,대서,daeso,"85, 186, 41",금가,,,충주,,,충청,,,,,,,,,,c-d 불일치,
1477,b_1477,주덕,judeok,"85, 171, 166",주덕,,,충주,,,충청,,,,,,,,,,,
1478,b_1478,신니,sinni,"85, 171, 166",주덕,,,충주,,,충청,,,,,,,,,,,
1479,b_1479,노은,noeun,"85, 171, 166",주덕,,,충주,,,충청,,,,,,,,,,,
1480,b_1480,앙성,angseong,"85, 171, 166",주덕,,,충주,,,충청,,,,,,,,,,,
1481,b_1481,가금,gageum,"85, 186, 41",금가,,,충주,,,충청,,,,,,,,,,,
1482,b_1482,금가,geumga,"85, 186, 41",금가,,,충주,,,충청,,,,,,,,,,,
1483,b_1483,엄정,eomjeong,"85, 186, 41",금가,,,충주,,,충청,,,,,,,,,,,
1484,b_1484,문백,munbaek,"1, 195, 170",진천,,,충북,,,충청,,,,,,,,,,,
1485,b_1485,진천,jincheon,"1, 195, 170",진천,,,충북,,,충청,,,,,,,,,,,
1486,b_1486,백곡,baekgok,"1, 195, 170",진천,,,충북,,,충청,,,,,,,,,,,
1487,b_1487,이월,iwol,"43, 0, 173",덕산,,,충북,,,충청,,,,,,,,,,,
1488,b_1488,초평,chopyeong,"1, 195, 170",진천,,,충북,,,충청,,,,,,,,,,,
1489,b_1489,원남,wonnam,"126, 6, 174",은성,,,충북,,,충청,,,,,,,,,,,
1490,b_1490,소이,soi,"126, 6, 174",은성,,,충북,,,충청,,,,,,,,,,,
1491,b_1491,덕산,deoksan,"43, 0, 173",덕산,,,충북,,,충청,,,,,,,,,,,
1492,b_1492,맹동,maengdong,"126, 6, 174",은성,,,충북,,,충청,,,,,,,,,,,
1493,b_1493,음성,eumseong,"126, 6, 174",은성,,,충북,,,충청,,,,,,,,,,,
1494,b_1494,,,,,,,,,,,,,,,,,,,,공란,
1495,b_1495,금왕,geumwang,"1, 12, 175",금왕,,,충북,,,충청,,,,,,,,,,,
1496,b_1496,대소,daeso,"1, 12, 175",금왕,,,충북,,,충청,,,,,,,,,,,
1497,b_1497,삼성,samseong,"1, 12, 175",금왕,,,충북,,,충청,,,,,,,,,,,
1498,b_1498,생극,saenggeuk,"1, 12, 175",금왕,,,충북,,,충청,,,,,,,,,,,
1499,b_1499,서운,seoun,"169, 39, 52",안성,,,안성,,,경기,,,,,,,,,,,
1500,b_1500,미양,miyang,"169, 39, 52",안성,,,안성,,,경기,,,,,,,,,,,
1501,b_1501,,,,,,,,,,,,,,,,,,,,통행불가산,
1502,b_1502,원곡,wongok,"43, 45, 53",양성,,,안성,,,경기,,,,,,,,,,,
1503,b_1503,금왕,geumwang,"127, 36, 179",금왕,,,안성,,,경기,,,,,,,,,,,
1504,b_1504,안성,anseong,"169, 39, 52",안성,,,안성,,,경기,,,,,,,,,,,
1505,b_1505,대덕,daedeok,"169, 39, 52",안성,,,안성,,,경기,,,,,,,,,,,
1506,b_1506,양성,yangseong,"43, 45, 53",양성,,,안성,,,경기,,,,,,,,,,,
1507,b_1507,고삼,gosam,"127, 36, 179",금왕,,,안성,,,경기,,,,,,,,,,,
1508,b_1508,보개,bogae,"127, 36, 179",금왕,,,안성,,,경기,,,,,,,,,,,
1509,b_1509,삼죽,samjuk,"43, 60, 183",죽산,,,안성,,,경기,,,,,,,,,,,
1510,b_1510,고안,goan,"169, 84, 187",용인,,,용인,,,경기,,,,,,,,,,,
1511,b_1511,죽산,juksan,"43, 60, 183",죽산,,,안성,,,경기,,,,,,,,,,,
1512,b_1512,일죽,iljuk,"43, 60, 183",죽산,,,안성,,,경기,,,,,,,,,,,
1513,b_1513,,,,,,,,,,,,,,,,,,,,공란,
1514,b_1514,진위,jinwi,"85, 159, 1",평택,,,평택,,,경기,,,,,,,,,,,
1515,b_1515,남사,namsa,"169, 84, 187",용인,,,용인,,,경기,,,,,,,,,,,
1516,b_1516,이동,idong,"169, 84, 187",용인,,,용인,,,경기,,,,,,,,,,,
1517,b_1517,백암,baekam,"169, 84, 187",용인,,,용인,,,경기,,,,,,,,,,,
1518,b_1518,원삼,wonsam,"169, 84, 187",용인,,,용인,,,경기,,,,,,,,,,,
1519,b_1519,용인,yongin,"169, 84, 187",용인,,,용인,,,경기,,,,,,,,,,,
1520,b_1520,양지,yangji,"43, 90, 188",기흥,,,용인,,,경기,,,,,,,,,,,
1521,b_1521,기흥,giheung,"43, 90, 188",기흥,,,용인,,,경기,,,,,,,,,,,
1522,b_1522,포곡,pogok,"43, 90, 188",기흥,,,용인,,,경기,,,,,,,,,,,
1523,b_1523,모현,mohyeon,"43, 90, 188",기흥,,,용인,,,경기,,,,,,,,,,,
1524,b_1524,분당,bundang,"84, 156, 26",성남,,,성남,,,경기,,,,,,,,,,,
1525,b_1525,수정,sujeong,"84, 156, 26",성남,,,성남,,,경기,,,,,,,,,,,
1526,b_1526,오포,opo,"85, 108, 191",광주,,,성남,,,경기,,,,,,,,,,,
1527,b_1527,광주,kwangju,"85, 108, 191",광주,,,성남,,,경기,,,,,,,,,,,
1528,b_1528,남한산성,namhansanseong,"168, 162, 27",하남,,,성남,,,경기,,,,,,,,,,,
1529,b_1529,남종,namjong,"168, 162, 27",하남,,,성남,,,경기,,,,,,,,,,,
1530,b_1530,퇴촌,toechon,"168, 162, 27",하남,,,성남,,,경기,,,,,,,,,,,
1531,b_1531,초월,chowol,"85, 108, 191",광주,,,성남,,,경기,,,,,,,,,,,
1532,b_1532,곤지암,gonjiam,"85, 108, 191",광주,,,성남,,,경기,,,,,,,,,,,
1533,b_1533,마장,majang,"43, 135, 68",이천,,,용인,,,경기,,,,,,,,,,,
1534,b_1534,신둔,sindun,"43, 135, 68",이천,,,용인,,,경기,,,,,,,,,,,
1535,b_1535,백사,baeksa,"43, 135, 68",이천,,,용인,,,경기,,,,,,,,,,,
1536,b_1536,이천,icheon,"43, 135, 68",이천,,,용인,,,경기,,,,,,,,,,,
1537,b_1537,부달,budal,"43, 135, 68",이천,,,용인,,,경기,,,,,,,,,,,
1538,b_1538,호법,hobeop,"43, 135, 68",이천,,,용인,,,경기,,,,,,,,,,,
1539,b_1539,모가,moga,"43, 180, 203",장호원,,,용인,,,경기,,,,,,,,,,,
1540,b_1540,가남,ganam,"43, 165, 73",여주,,,여주,,,경기,,,,,,,,,,,
1541,b_1541,대월,daewol,"43, 180, 203",장호원,,,용인,,,경기,,,,,,,,,,,
1542,b_1542,귀래,gwiraeri,"127, 156, 199",문막,,,원주,,,영서,,,,,,,,,,c-d 불일치,
1543,b_1543,문막,munmak,"127, 156, 199",문막,,,원주,,,영서,,,,,,,,,,,
1544,b_1544,강천,gangcheon,"43, 165, 73",여주,,,여주,,,경기,,,,,,,,,,,
1545,b_1545,부론,buron,"127, 156, 199",문막,,,원주,,,영서,,,,,,,,,,,
1546,b_1546,여주,yeoju,"43, 165, 73",여주,,,여주,,,경기,,,,,,,,,,,
1547,b_1547,화평,hwapyeong,"43, 165, 73",여주,,,여주,,,경기,,,,,,,,,,,
1548,b_1548,점동,jeomdong,"43, 165, 73",여주,,,여주,,,경기,,,,,,,,,,,
1549,b_1549,,,,,,,,,,,,,,,,,,,,공란,
1550,b_1550,,,,,,,,,,,,,,,,,,,,공란,
1551,b_1551,장호원,janghowon,"43, 180, 203",장호원,,,용인,,,경기,,,,,,,,,,,
1552,b_1552,능서,neungseo,"85, 183, 76",능서,,,여주,,,경기,,,,,,,,,,,
1553,b_1553,홍천,hongcheon,"85, 183, 76",능서,,,여주,,,경기,,,,,,,,,,,
1554,b_1554,북내,buknae,"43, 165, 73",여주,,,여주,,,경기,,,,,,,,,,,
1555,b_1555,대신,daesin,"85, 183, 76",능서,,,여주,,,경기,,,,,,,,,,,
1556,b_1556,금사,geumsa,"85, 183, 76",능서,,,여주,,,경기,,,,,,,,,,,
1557,b_1557,양동,yangdong,"169, 204, 207",지평,,,여주,,,경기,,,,,,,,,,,
1558,b_1558,청운,cheongun,"169, 204, 207",지평,,,여주,,,경기,,,,,,,,,,,
1559,b_1559,지평,jipyeong,"169, 204, 207",지평,,,여주,,,경기,,,,,,,,,,,
1560,b_1560,단월,danwol,"169, 204, 207",지평,,,여주,,,경기,,,,,,,,,,,
1561,b_1561,용문,yongmun,"169, 204, 207",지평,,,여주,,,경기,,,,,,,,,,,
1562,b_1562,양평,yangpyeong,"85, 0, 81",양평,,,여주,,,경기,,,,,,,,,,,
1563,b_1563,강상,gangsang,"85, 0, 81",양평,,,여주,,,경기,,,,,,,,,,,
1564,b_1564,강하,gangha,"85, 0, 81",양평,,,여주,,,경기,,,,,,,,,,,
1565,b_1565,서종,seojong,"43, 12, 83",양서,,,여주,,,경기,,,,,,,,,,,
1566,b_1566,두물머리,yangseo,"43, 12, 83",양서,,,여주,,,경기,,,,,,,,,,c-d 불일치,
1567,b_1567,옥천,okcheon,"43, 12, 83",양서,,,여주,,,경기,,,,,,,,,,,
1568,b_1568,조안,joan,"43, 27, 213",남양주,,,의정부,,,개성,,,,,,,,,,,
1569,b_1569,와부,wabu,"43, 27, 213",남양주,,,의정부,,,개성,,,,,,,,,,,
1570,b_1570,화도,hwado,"43, 27, 213",남양주,,,의정부,,,개성,,,,,,,,,,,
1571,b_1571,남양주,s.yangju,"43, 27, 213",남양주,,,의정부,,,개성,,,,,,,,,,,
1572,b_1572,수동,sudong,"43, 42, 88",의정부,,,의정부,,,개성,,,,,,,,,,,
1573,b_1573,오남,onam,"43, 42, 88",의정부,,,의정부,,,개성,,,,,,,,,,,
1574,b_1574,진건,jingeon,"43, 27, 213",남양주,,,의정부,,,개성,,,,,,,,,,,
1575,b_1575,진전,jinjeon,"43, 42, 88",의정부,,,의정부,,,개성,,,,,,,,,,,
1576,b_1576,의정부,uijeongbu,"43, 42, 88",의정부,,,의정부,,,개성,,,,,,,,,,,
1577,b_1577,별내,byeolnaemyeon,"43, 42, 88",의정부,,,의정부,,,개성,,,,,,,,,,c-d 불일치,
1578,b_1578,창촌,naehongcheon,"85, 60, 91",화촌,,,춘천,,,영서,,,,,,,,,,c-d 불일치,
1579,b_1579,서석,seoseok,"85, 60, 91",화촌,,,춘천,,,영서,,,,,,,,,,,
1580,b_1580,내촌,naechon,"85, 60, 91",화촌,,,춘천,,,영서,,,,,,,,,,,
1581,b_1581,두촌,duchon,"85, 60, 91",화촌,,,춘천,,,영서,,,,,,,,,,,
1582,b_1582,화촌,hwachon,"85, 60, 91",화촌,,,춘천,,,영서,,,,,,,,,,,
1583,b_1583,동홍천,e.hongcheon,"169, 66, 92",홍천,,,춘천,,,영서,,,,,,,,,,,
1584,b_1584,홍천,hongcheon,"169, 66, 92",홍천,,,춘천,,,영서,,,,,,,,,,,
1585,b_1585,북방,bukbang,"169, 66, 92",홍천,,,춘천,,,영서,,,,,,,,,,,
1586,b_1586,감물악,w.hongcheon,"169, 66, 92",홍천,,,춘천,,,영서,,,,,,,,,,c-d 불일치,
1587,b_1587,현남,hyeonnam,"1, 84, 96",동산,,,속초,,,영동,,,,,,,,,,,
1588,b_1588,현북,hyeonbuk,"1, 84, 96",동산,,,속초,,,영동,,,,,,,,,,,
1589,b_1589,한계령,w.yangyang,"42, 174, 163",양양,,,속초,,,영동,,,,,,,,,,,
1590,b_1590,손양,sonyang,"1, 84, 96",동산,,,속초,,,영동,,,,,,,,,,,
1591,b_1591,강현,ganghyeon,"42, 174, 163",양양,,,속초,,,영동,,,,,,,,,,,
1592,b_1592,토성,toseong,"126, 165, 34",속초,,,속초,,,영동,,,,,,,,,,,
1593,b_1593,죽왕,jukwang,"126, 165, 34",속초,,,속초,,,영동,,,,,,,,,,,
1594,b_1594,간성,ganseong,"126, 165, 34",속초,,,속초,,,영동,,,,,,,,,,,
1595,b_1595,거진,geojin,"85, 105, 226",고성,,,속초,,,영동,,,,,,,,,,,
1596,b_1596,수동,sudong,"85, 105, 226",고성,,,속초,,,영동,,,,,,,,,,,
1597,b_1597,고성,koseong,"85, 105, 226",고성,,,속초,,,영동,,,,,,,,,,,
1598,b_1598,현내,hyeonnae,"85, 105, 226",고성,,,속초,,,영동,,,,,,,,,,,
1599,b_1599,송탄,w.goseong,"42, 189,38",장전,,,통천,,,영동,,,,,,,,,,c-d 불일치,
1600,b_1600,외금감,oegeumgang,"42, 189,38",장전,,,통천,,,영동,,,,,,,,,,,
1601,b_1601,기린,girin,"43, 117, 128",기린,,,인제,,,철원,,,,,,,,,,,
1602,b_1602,서화,seohwa,"169, 126, 2",인제,,,인제,,,철원,,,,,,,,,,,
1603,b_1603,원통,n.inje,"169, 126, 2",인제,,,인제,,,철원,,,,,,,,,,c-d 불일치,
1604,b_1604,인제,inje,"169, 126, 2",인제,,,인제,,,철원,,,,,,,,,,,
1605,b_1605,신남,s.inje,"169, 126, 2",인제,,,인제,,,철원,,,,,,,,,,c-d 불일치,
1606,b_1606,용하,s.yanggu,"168, 183, 37",해안,,,인제,,,철원,,,,,,,,,,c-d 불일치,
1607,b_1607,수입,suip,"127, 138, 4",양구,,,인제,,,철원,,,,,,,,,,,
1608,b_1608,양구,yanggu,"127, 138, 4",양구,,,인제,,,철원,,,,,,,,,,,
1609,b_1609,방산,bangsan,"127, 138, 4",양구,,,인제,,,철원,,,,,,,,,,,
1610,b_1610,해안,haean,"168, 183, 37",해안,,,인제,,,철원,,,,,,,,,,,
1611,b_1611,화천,hwacheon,"43, 147, 133",화천,,,김화,,,철원,,,,,,,,,,,
1612,b_1612,상서,sangseo,"43, 147, 133",화천,,,김화,,,철원,,,,,,,,,,,
1613,b_1613,하남,hanam,"43, 147, 133",화천,,,김화,,,철원,,,,,,,,,,,
1614,b_1614,사북,sabuk,"127, 168, 9",신북,,,춘천,,,영서,,,,,,,,,,,
1615,b_1615,북산,buksan,"127, 168, 9",신북,,,춘천,,,영서,,,,,,,,,,,
1616,b_1616,만학,e.chuncheon,"127, 168, 9",신북,,,춘천,,,영서,,,,,,,,,,c-d 불일치,
1617,b_1617,동내,dongnae,"169, 171, 137",춘천,,,춘천,,,영서,,,,,,,,,,,
1618,b_1618,신북,sinbuk,"127, 168, 9",신북,,,춘천,,,영서,,,,,,,,,,,
1619,b_1619,춘천,chuncheon,"169, 171, 137",춘천,,,춘천,,,영서,,,,,,,,,,,
1620,b_1620,금산,w.chuncheon,"127, 183, 139",남산,,,춘천,,,영서,,,,,,,,,,,
1621,b_1621,동산,dongsan,"169, 171, 137",춘천,,,춘천,,,영서,,,,,,,,,,,
1622,b_1622,신동,sindong,"169, 171, 137",춘천,,,춘천,,,영서,,,,,,,,,,,
1623,b_1623,남산,namsan,"127, 183, 139",남산,,,춘천,,,영서,,,,,,,,,,,
1624,b_1624,북면,bukmyeon,"1, 189, 140",가평,,,가평,,,개성,,,,,,,,,,,
1625,b_1625,가평,gapyeong,"1, 189, 140",가평,,,가평,,,개성,,,,,,,,,,,
1626,b_1626,하면,hamyeon,"1, 189, 140",가평,,,가평,,,개성,,,,,,,,,,,
1627,b_1627,상면,sangmyeon,"126, 120, 154",설악,,,가평,,,개성,,,,,,,,,,,
1628,b_1628,청평,cheongpyeong,"126, 120, 154",설악,,,가평,,,개성,,,,,,,,,,,
1629,b_1629,이동,idong,"1, 204, 15",영북,,,포천,,,개성,,,,,,,,,,,
1630,b_1630,영북,yeongbuk,"1, 204, 15",영북,,,포천,,,개성,,,,,,,,,,,
1631,b_1631,철원,cheolwon,"43, 207, 143",철원,,,철원,,,철원,,,,,,,,,,,
1632,b_1632,일동,ildong,"85, 210, 16",일동,,,포천,,,개성,,,,,,,,,,,
1633,b_1633,영중,yeongjung,"85, 210, 16",일동,,,포천,,,개성,,,,,,,,,,,
1634,b_1634,창수,changsu,"85, 210, 16",일동,,,포천,,,개성,,,,,,,,,,,
1635,b_1635,화현,hwahyeon,"127, 15, 19",포천,,,포천,,,개성,,,,,,,,,,,
1636,b_1636,신북,sinbuk,"127, 15, 19",포천,,,포천,,,개성,,,,,,,,,,,
1637,b_1637,군내,gunnae,"127, 15, 19",포천,,,포천,,,개성,,,,,,,,,,,
1638,b_1638,포천,pocheon,"127, 15, 19",포천,,,포천,,,개성,,,,,,,,,,,
1639,b_1639,내촌,naechon,"1, 21, 20",소흘,,,포천,,,개성,,,,,,,,,,,
1640,b_1640,소흘,soheul,"1, 21, 20",소흘,,,포천,,,개성,,,,,,,,,,,
1641,b_1641,양주,yangju,"43, 24, 148",양주,,,의정부,,,개성,,,,,,,,,,,
1642,b_1642,백석,baekseok,"43, 24, 148",양주,,,의정부,,,개성,,,,,,,,,,,
1643,b_1643,장흥,jangheung,"43, 24, 148",양주,,,의정부,,,개성,,,,,,,,,,,
1644,b_1644,광적,gwangjeok,"43, 24, 148",양주,,,의정부,,,개성,,,,,,,,,,,
1645,b_1645,남면,nammyeon,"43, 24, 148",양주,,,의정부,,,개성,,,,,,,,,,,
1646,b_1646,적성,jeokseong,"169, 48, 152",문산,,,고양,,,개성,,,,,,,,,,,
1647,b_1647,법원,beopwon,"169, 48, 152",문산,,,고양,,,개성,,,,,,,,,,,
1648,b_1648,파령,paryeong,"169, 48, 152",문산,,,고양,,,개성,,,,,,,,,,,
1649,b_1649,문산,munsan,"169, 48, 152",문산,,,고양,,,개성,,,,,,,,,,,
1650,b_1650,파주읍,pajueup,"169, 63, 27",파주,,,고양,,,개성,,,,,,,,,,,
1651,b_1651,광탄,gwangtan,"169, 63, 27",파주,,,고양,,,개성,,,,,,,,,,,
1652,b_1652,탄현,tanhyeon,"169, 63, 27",파주,,,고양,,,개성,,,,,,,,,,,
1653,b_1653,월령,wollyeong,"169, 63, 27",파주,,,고양,,,개성,,,,,,,,,,,
1654,b_1654,파주,paju,"169, 63, 27",파주,,,고양,,,개성,,,,,,,,,,,
1655,b_1655,,,,,,,,,,,,,,,,,,,,,
1656,b_1656,,,,,,,,,,,,,,,,,,,,,
1657,b_1657,,,,,,,,,,,,,,,,,,,,,
1658,b_1658,,,,,,,,,,,,,,,,,,,,,
1659,b_1659,,,,,,,,,,,,,,,,,,,,,
1660,b_1660,,,,,,,,,,,,,,,,,,,,,
1661,b_1661,,,,,,,,,,,,,,,,,,,,,
1662,b_1662,,,,,,,,,,,,,,,,,,,,,
1663,b_1663,,,,,,,,,,,,,,,,,,,,,
1664,b_1664,,,,,,,,,,,,,,,,,,,,,
1665,b_1665,,,,,,,,,,,,,,,,,,,,,
1666,b_1666,,,,,,,,,,,,,,,,,,,,,
1667,b_1667,,,,,,,,,,,,,,,,,,,,,
1668,b_1668,,,,,,,,,,,,,,,,,,,,,
1669,b_1669,,,,,,,,,,,,,,,,,,,,,
1670,b_1670,,,,,,,,,,,,,,,,,,,,,
1671,b_1671,,,,,,,,,,,,,,,,,,,,,
1672,b_1672,,,,,,,,,,,,,,,,,,,,,
1673,b_1673,,,,,,,,,,,,,,,,,,,,,
1674,b_1674,,,,,,,,,,,,,,,,,,,,,
1675,b_1675,,,,,,,,,,,,,,,,,,,,,
1676,b_1676,,,,,,,,,,,,,,,,,,,,,
1677,b_1677,,,,,,,,,,,,,,,,,,,,,
1678,b_1678,,,,,,,,,,,,,,,,,,,,,
1679,b_1679,,,,,,,,,,,,,,,,,,,,,
1680,b_1680,,,,,,,,,,,,,,,,,,,,,
1681,b_1681,,,,,,,,,,,,,,,,,,,,,
1682,b_1682,,,,,,,,,,,,,,,,,,,,,
1683,b_1683,,,,,,,,,,,,,,,,,,,,,
1684,b_1684,,,,,,,,,,,,,,,,,,,,,
1685,b_1685,갈말,galmal,"43, 207, 143",철원,,,철원,,,철원,,,,,,,,,,,
1686,b_1686,동송,dongsong,"43, 207, 143",철원,,,철원,,,철원,,,,,,,,,,,
1687,b_1687,북면,bukmyeon,"43, 207, 143",철원,,,철원,,,철원,,,,,,,,,,,
1688,b_1688,어운,eoun,"43, 207, 143",철원,,,철원,,,철원,,,,,,,,,,,
1689,b_1689,,,,,,,,,,,,,,,,,,,,,
1690,b_1690,,,,,,,,,,,,,,,,,,,,,
1691,b_1691,,,,,,,,,,,,,,,,,,,,,
1692,b_1692,,,,,,,,,,,,,,,,,,,,,
1693,b_1693,,,,,,,,,,,,,,,,,,,,,
1694,b_1694,,,,,,,,,,,,,,,,,,,,,
1695,b_1695,,,,,,,,,,,,,,,,,,,,,
1696,b_1696,,,,,,,,,,,,,,,,,,,,,
1697,b_1697,,,,,,,,,,,,,,,,,,,,,
1698,b_1698,,,,,,,,,,,,,,,,,,,,,
1699,b_1699,,,,,,,,,,,,,,,,,,,,,
1700,b_1700,,,,,,,,,,,,,,,,,,,,,
1701,b_1701,,,,,,,,,,,,,,,,,,,,,
1702,b_1702,,,,,,,,,,,,,,,,,,,,,
1703,b_1703,,,,,,,,,,,,,,,,,,,,,
1704,b_1704,,,,,,,,,,,,,,,,,,,,,
1705,b_1705,,,,,,,,,,,,,,,,,,,,,
1706,b_1706,,,,,,,,,,,,,,,,,,,,,
1707,b_1707,,,,,,,,,,,,,,,,,,,,,
1708,b_1708,,,,,,,,,,,,,,,,,,,,,
1709,b_1709,,,,,,,,,,,,,,,,,,,,,
1710,b_1710,,,,,,,,,,,,,,,,,,,,,
1711,b_1711,,,,,,,,,,,,,,,,,,,,,
1712,b_1712,,,,,,,,,,,,,,,,,,,,,
1713,b_1713,,,,,,,,,,,,,,,,,,,,,
1714,b_1714,,,,,,,,,,,,,,,,,,,,,
1715,b_1715,,,,,,,,,,,,,,,,,,,,,
1716,b_1716,,,,,,,,,,,,,,,,,,,,,
1717,b_1717,,,,,,,,,,,,,,,,,,,,,
1718,b_1718,,,,,,,,,,,,,,,,,,,,,
1719,b_1719,,,,,,,,,,,,,,,,,,,,,
1720,b_1720,,,,,,,,,,,,,,,,,,,,,
1721,b_1721,,,,,,,,,,,,,,,,,,,,,
1722,b_1722,,,,,,,,,,,,,,,,,,,,,
1723,b_1723,,,,,,,,,,,,,,,,,,,,,
1724,b_1724,,,,,,,,,,,,,,,,,,,,,
1725,b_1725,,,,,,,,,,,,,,,,,,,,,
1726,b_1726,,,,,,,,,,,,,,,,,,,,,
1727,b_1727,,,,,,,,,,,,,,,,,,,,,
1728,b_1728,,,,,,,,,,,,,,,,,,,,,
1729,b_1729,,,,,,,,,,,,,,,,,,,,,
1730,b_1730,,,,,,,,,,,,,,,,,,,,,
1731,b_1731,,,,,,,,,,,,,,,,,,,,,
1732,b_1732,,,,,,,,,,,,,,,,,,,,,
1733,b_1733,,,,,,,,,,,,,,,,,,,,,
1734,b_1734,,,,,,,,,,,,,,,,,,,,,
1735,b_1735,,,,,,,,,,,,,,,,,,,,,
1736,b_1736,,,,,,,,,,,,,,,,,,,,,
1737,b_1737,,,,,,,,,,,,,,,,,,,,,
1738,b_1738,,,,,,,,,,,,,,,,,,,,,
1739,b_1739,,,,,,,,,,,,,,,,,,,,,
1740,b_1740,,,,,,,,,,,,,,,,,,,,,
1741,b_1741,,,,,,,,,,,,,,,,,,,,,
1742,b_1742,,,,,,,,,,,,,,,,,,,,,
1743,b_1743,,,,,,,,,,,,,,,,,,,,,
1744,b_1744,,,,,,,,,,,,,,,,,,,,,
1745,b_1745,,,,,,,,,,,,,,,,,,,,,
1746,b_1746,,,,,,,,,,,,,,,,,,,,,
1747,b_1747,,,,,,,,,,,,,,,,,,,,,
1748,b_1748,,,,,,,,,,,,,,,,,,,,,
1749,b_1749,,,,,,,,,,,,,,,,,,,,,
1750,b_1750,,,,,,,,,,,,,,,,,,,,,
1751,b_1751,,,,,,,,,,,,,,,,,,,,,
1752,b_1752,,,,,,,,,,,,,,,,,,,,,
1753,b_1753,,,,,,,,,,,,,,,,,,,,,
1754,b_1754,,,,,,,,,,,,,,,,,,,,,
1755,b_1755,,,,,,,,,,,,,,,,,,,,,
1756,b_1756,,,,,,,,,,,,,,,,,,,,,
1757,b_1757,,,,,,,,,,,,,,,,,,,,,
1758,b_1758,,,,,,,,,,,,,,,,,,,,,
1759,b_1759,,,,,,,,,,,,,,,,,,,,,
1760,b_1760,,,,,,,,,,,,,,,,,,,,,
