프로빈스 번호	인게임 코드	한국어 명칭	영문 명칭	RGB	백작령	백작령코드명	백작령 색상	공작령	공작령코드명	공작령 색상	왕국령	왕국령코드명	왕국령 색상	제국령	제국령코드명	제국령 색상	문화	종교	홀딩	지형	특이사항	end
1395	b_1395	행암	haengam	169, 135, 97	병천			천안			공홍	k_gonghong										end
1396	b_1396	수신	susin	169, 135, 97	병천			천안			공홍	k_gonghong										end
1397	b_1397	성남	seongnam	169, 135, 97	병천			천안			공홍	k_gonghong										end
1398	b_1398	목천	mokcheon	127, 134, 224	천안			천안			공홍	k_gonghong										end
1399	b_1399	풍세	pungse	127, 134, 224	천안			천안			공홍	k_gonghong										end
1400	b_1400	팡성	pangseong	85, 159, 1	평택			평택			경기	k_gyeonggi										end
1401	b_1401																				공란	end
1402	b_1402	평택	pyeongtaek	85, 159, 1	평택			평택			경기	k_gyeonggi										end
1403	b_1403	고덕	godeok	85, 159, 1	평택			평택			경기	k_gyeonggi										end
1404	b_1404	서탄	seotan	85, 159, 1	평택			평택			경기	k_gyeonggi										end
1405	b_1405	현덕	hyeondeok	85, 174, 131	안중			평택			경기	k_gyeonggi										end
1406	b_1406	포승	poseung	85, 174, 131	안중			평택			경기	k_gyeonggi										end
1407	b_1407	안중	anjung	85, 174, 131	안중			평택			경기	k_gyeonggi										end
1408	b_1408	청북	cheongbuk	85, 174, 131	안중			평택			경기	k_gyeonggi										end
1409	b_1409	양감	yanggam	1, 183, 5	향남			수원			경기	k_gyeonggi										end
1410	b_1410	향남	hyangnam	1, 183, 5	향남			수원			경기	k_gyeonggi										end
1411	b_1411	장안	jangan	1, 183, 5	향남			수원			경기	k_gyeonggi										end
1412	b_1412	우정	ujeong	1, 183, 5	향남			수원			경기	k_gyeonggi										end
1413	b_1413	팔탄	paltan	1, 183, 5	향남			수원			경기	k_gyeonggi										end
1414	b_1414	남양	namyang	169, 195, 7	남양			수원			경기	k_gyeonggi										end
1415	b_1415	송산	songsan	169, 195, 7	남양			수원			경기	k_gyeonggi										end
1416	b_1416	정남	jeongnam	1, 0, 10	오산			수원			경기	k_gyeonggi										end
1417	b_1417	비봉	bibong	169, 195, 7	남양			수원			경기	k_gyeonggi										end
1418	b_1418	봉담	bongdam	1, 0, 10	오산			수원			경기	k_gyeonggi										end
1419	b_1419	매송	maesong	169, 195, 7	남양			수원			경기	k_gyeonggi										end
1420	b_1420	오산	osan	1, 0, 10	오산			수원			경기	k_gyeonggi										end
1421	b_1421	동탄	dongtan	1, 0, 10	오산			수원			경기	k_gyeonggi										end
1422	b_1422	권선	gwonseon	168, 39, 42	수원			수원			경기	k_gyeonggi										end
1423	b_1423	장안	jangan	168, 39, 42	수원			수원			경기	k_gyeonggi										end
1424	b_1424	영통	yeongtong	168, 39, 42	수원			수원			경기	k_gyeonggi										end
1425	b_1425	신길	singil	84, 186, 31	안산			안산			경기	k_gyeonggi										end
1426	b_1426	만안	manan	0, 210, 35	안양			안산			경기	k_gyeonggi										end
1427	b_1427	검단	geomdan	85, 21, 141	김포			김포			인천	k_incheon										end
1428	b_1428	고양	goyang	127, 24, 14	고양			고양			개성	k_gaeseong										end
1429	b_1429	동일산	E.ilsan	127, 24, 14	고양			고양			개성	k_gaeseong										end
1430	b_1430	고촌	gochon	43, 33, 143	김포			김포			인천	k_incheon										end
1431	b_1431	김포	gimpo	43, 33, 143	김포			김포			인천	k_incheon										end
1432	b_1432	양촌	yangchon	43, 33, 143	김포			김포			인천	k_incheon										end
1433	b_1433	대곶	daegot	1, 45, 145	통진			김포			인천	k_incheon										end
1434	b_1434	운양	unyang	43, 33, 143	김포			김포			인천	k_incheon										end
1435	b_1435	통진	tongjin	1, 45, 145	통진			김포			인천	k_incheon										end
1436	b_1436	하성	haseong	1, 45, 145	통진			김포			인천	k_incheon										end
1437	b_1437	화도	hwado	85, 51, 146	화도			강화도			인천	k_incheon										end
1438	b_1438	길상	gilsang	85, 51, 146	화도			강화도			인천	k_incheon										end
1439	b_1439	양도	yangdo	85, 51, 146	화도			강화도			인천	k_incheon										end
1440	b_1440	불은	buleun	1, 60, 20	불은			강화도			인천	k_incheon										end
1441	b_1441	내가	naega	86, 135, 186	양사			강화도			인천	k_incheon										end
1442	b_1442	선원	seonwon	1, 60, 20	불은			강화도			인천	k_incheon										end
1443	b_1443	강화	ganghwa	170, 141, 187	강화			강화도			인천	k_incheon										end
1444	b_1444	하점	hajeom	86, 135, 186	양사			강화도			인천	k_incheon										end
1445	b_1445	송해	songhae	170, 141, 187	강화			강화도			인천	k_incheon										end
1446	b_1446	덕산	deoksan	2, 159, 190	청풍			제천			충청	k_chungcheong										end
1447	b_1447	한수	hansu	2, 159, 190	청풍			제천			충청	k_chungcheong										end
1448	b_1448	수산	susan	2, 159, 190	청풍			제천			충청	k_chungcheong										end
1449	b_1449	청풍	cheongpung	2, 159, 190	청풍			제천			충청	k_chungcheong										end
1450	b_1450	금성	geumseong	86, 165, 191	제천			제천			충청	k_chungcheong										end
1451	b_1451	제천	jecheon	86, 165, 191	제천			제천			충청	k_chungcheong										end
1452	b_1452	송학	songhak	86, 165, 191	제천			제천			충청	k_chungcheong										end
1453	b_1453	신림	sinrim	0, 81, 20	흥업			원주			영서	k_yeongseo										end
1454	b_1454																				공란	end
1455	b_1455	봉양	bongyang	86, 165, 191	제천			제천			충청	k_chungcheong										end
1456	b_1456	백운	baekun	86, 165, 191	제천			제천			충청	k_chungcheong										end
1457	b_1457	판부	panbu	0, 81, 20	흥업			원주			영서	k_yeongseo										end
1458	b_1458	봉양	bongyang	2, 204, 70	봉양			의성			안동	k_andong										end
1459	b_1459	안흥	anheung	1, 120, 30	둔내			원주			영서	k_yeongseo										end
1460	b_1460	둔내	dunnae	1, 120, 30	둔내			원주			영서	k_yeongseo										end
1461	b_1461	우천	ucheon	1, 120, 30	둔내			원주			영서	k_yeongseo										end
1462	b_1462	청일	cheongil	127, 177, 4	횡성			원주			영서	k_yeongseo										end
1463	b_1463	갑천	gapcheon	127, 177, 4	횡성			원주			영서	k_yeongseo										end
1464	b_1464	횡성	hoengseong	127, 177, 4	횡성			원주			영서	k_yeongseo										end
1465	b_1465	공근	gonggeun	127, 177, 4	횡성			원주			영서	k_yeongseo										end
1466	b_1466	소초	socho	85, 141, 161	원주			원주			영서	k_yeongseo										end
1467	b_1467	원주	wonju	85, 141, 161	원주			원주			영서	k_yeongseo										end
1468	b_1468	호저	hojeo	85, 141, 161	원주			원주			영서	k_yeongseo										end
1469	b_1469	지정	jijeong	85, 141, 161	원주			원주			영서	k_yeongseo										end
1470	b_1470																				공란	end
1471	b_1471	수안보	suanbo	1, 165, 165	충주			충주			충청	k_chungcheong										end
1472	b_1472	살미	salmi	1, 165, 165	충주			충주			충청	k_chungcheong										end
1473	b_1473	동량	dongryang	1, 165, 165	충주			충주			충청	k_chungcheong										end
1474	b_1474	산척	sancheok	1, 165, 165	충주			충주			충청	k_chungcheong										end
1475	b_1475	충주	chungju	1, 165, 165	충주			충주			충청	k_chungcheong										end
1476	b_1476	대서	daeso	85, 186, 41	금가			충주			충청	k_chungcheong									c-d 불일치	end
1477	b_1477	주덕	judeok	85, 171, 166	주덕			충주			충청	k_chungcheong										end
1478	b_1478	신니	sinni	85, 171, 166	주덕			충주			충청	k_chungcheong										end
1479	b_1479	노은	noeun	85, 171, 166	주덕			충주			충청	k_chungcheong										end
1480	b_1480	앙성	angseong	85, 171, 166	주덕			충주			충청	k_chungcheong										end
1481	b_1481	가금	gageum	85, 186, 41	금가			충주			충청	k_chungcheong										end
1482	b_1482	금가	geumga	85, 186, 41	금가			충주			충청	k_chungcheong										end
1483	b_1483	엄정	eomjeong	85, 186, 41	금가			충주			충청	k_chungcheong										end
1484	b_1484	문백	munbaek	1, 195, 170	진천			충북			충청	k_chungcheong										end
1485	b_1485	진천	jincheon	1, 195, 170	진천			충북			충청	k_chungcheong										end
1486	b_1486	백곡	baekgok	1, 195, 170	진천			충북			충청	k_chungcheong										end
1487	b_1487	이월	iwol	43, 0, 173	덕산			충북			충청	k_chungcheong										end
1488	b_1488	초평	chopyeong	1, 195, 170	진천			충북			충청	k_chungcheong										end
1489	b_1489	원남	wonnam	126, 6, 174	은성			충북			충청	k_chungcheong										end
1490	b_1490	소이	soi	126, 6, 174	은성			충북			충청	k_chungcheong										end
1491	b_1491	덕산	deoksan	43, 0, 173	덕산			충북			충청	k_chungcheong										end
1492	b_1492	맹동	maengdong	126, 6, 174	은성			충북			충청	k_chungcheong										end
1493	b_1493	음성	eumseong	126, 6, 174	은성			충북			충청	k_chungcheong										end
1494	b_1494																				공란	end
1495	b_1495	금왕	geumwang	1, 12, 175	금왕			충북			충청	k_chungcheong										end
1496	b_1496	대소	daeso	1, 12, 175	금왕			충북			충청	k_chungcheong										end
1497	b_1497	삼성	samseong	1, 12, 175	금왕			충북			충청	k_chungcheong										end
1498	b_1498	생극	saenggeuk	1, 12, 175	금왕			충북			충청	k_chungcheong										end
1499	b_1499	서운	seoun	169, 39, 52	안성			안성			경기	k_gyeonggi										end
1500	b_1500	미양	miyang	169, 39, 52	안성			안성			경기	k_gyeonggi										end
1501	b_1501																				통행불가산	end
1502	b_1502	원곡	wongok	43, 45, 53	양성			안성			경기	k_gyeonggi										end
1503	b_1503	금왕	geumwang	127, 36, 179	금왕			안성			경기	k_gyeonggi										end
1504	b_1504	안성	anseong	169, 39, 52	안성			안성			경기	k_gyeonggi										end
1505	b_1505	대덕	daedeok	169, 39, 52	안성			안성			경기	k_gyeonggi										end
1506	b_1506	양성	yangseong	43, 45, 53	양성			안성			경기	k_gyeonggi										end
1507	b_1507	고삼	gosam	127, 36, 179	금왕			안성			경기	k_gyeonggi										end
1508	b_1508	보개	bogae	127, 36, 179	금왕			안성			경기	k_gyeonggi										end
1509	b_1509	삼죽	samjuk	43, 60, 183	죽산			안성			경기	k_gyeonggi										end
1510	b_1510	고안	goan	169, 84, 187	용인			용인			경기	k_gyeonggi										end
1511	b_1511	죽산	juksan	43, 60, 183	죽산			안성			경기	k_gyeonggi										end
1512	b_1512	일죽	iljuk	43, 60, 183	죽산			안성			경기	k_gyeonggi										end
1513	b_1513																				공란	end
1514	b_1514	진위	jinwi	85, 159, 1	평택			평택			경기	k_gyeonggi										end
1515	b_1515	남사	namsa	169, 84, 187	용인			용인			경기	k_gyeonggi										end
1516	b_1516	이동	idong	169, 84, 187	용인			용인			경기	k_gyeonggi										end
1517	b_1517	백암	baekam	169, 84, 187	용인			용인			경기	k_gyeonggi										end
1518	b_1518	원삼	wonsam	169, 84, 187	용인			용인			경기	k_gyeonggi										end
1519	b_1519	용인	yongin	169, 84, 187	용인			용인			경기	k_gyeonggi										end
1520	b_1520	양지	yangji	43, 90, 188	기흥			용인			경기	k_gyeonggi										end
1521	b_1521	기흥	giheung	43, 90, 188	기흥			용인			경기	k_gyeonggi										end
1522	b_1522	포곡	pogok	43, 90, 188	기흥			용인			경기	k_gyeonggi										end
1523	b_1523	모현	mohyeon	43, 90, 188	기흥			용인			경기	k_gyeonggi										end
1524	b_1524	분당	bundang	84, 156, 26	성남			성남			경기	k_gyeonggi										end
1525	b_1525	수정	sujeong	84, 156, 26	성남			성남			경기	k_gyeonggi										end
1526	b_1526	오포	opo	85, 108, 191	광주			성남			경기	k_gyeonggi										end
1527	b_1527	광주	kwangju	85, 108, 191	광주			성남			경기	k_gyeonggi										end
1528	b_1528	남한산성	namhansanseong	168, 162, 27	하남			성남			경기	k_gyeonggi										end
1529	b_1529	남종	namjong	168, 162, 27	하남			성남			경기	k_gyeonggi										end
1530	b_1530	퇴촌	toechon	168, 162, 27	하남			성남			경기	k_gyeonggi										end
1531	b_1531	초월	chowol	85, 108, 191	광주			성남			경기	k_gyeonggi										end
1532	b_1532	곤지암	gonjiam	85, 108, 191	광주			성남			경기	k_gyeonggi										end
1533	b_1533	마장	majang	43, 135, 68	이천			용인			경기	k_gyeonggi										end
1534	b_1534	신둔	sindun	43, 135, 68	이천			용인			경기	k_gyeonggi										end
1535	b_1535	백사	baeksa	43, 135, 68	이천			용인			경기	k_gyeonggi										end
1536	b_1536	이천	icheon	43, 135, 68	이천			용인			경기	k_gyeonggi										end
1537	b_1537	부달	budal	43, 135, 68	이천			용인			경기	k_gyeonggi										end
1538	b_1538	호법	hobeop	43, 135, 68	이천			용인			경기	k_gyeonggi										end
1539	b_1539	모가	moga	43, 180, 203	장호원			용인			경기	k_gyeonggi										end
1540	b_1540	가남	ganam	43, 165, 73	여주			여주			경기	k_gyeonggi										end
1541	b_1541	대월	daewol	43, 180, 203	장호원			용인			경기	k_gyeonggi										end
1542	b_1542	귀래	gwiraeri	127, 156, 199	문막			원주			영서	k_yeongseo									c-d 불일치	end
1543	b_1543	문막	munmak	127, 156, 199	문막			원주			영서	k_yeongseo										end
1544	b_1544	강천	gangcheon	43, 165, 73	여주			여주			경기	k_gyeonggi										end
1545	b_1545	부론	buron	127, 156, 199	문막			원주			영서	k_yeongseo										end
1546	b_1546	여주	yeoju	43, 165, 73	여주			여주			경기	k_gyeonggi										end
1547	b_1547	화평	hwapyeong	43, 165, 73	여주			여주			경기	k_gyeonggi										end
1548	b_1548	점동	jeomdong	43, 165, 73	여주			여주			경기	k_gyeonggi										end
1549	b_1549																				공란	end
1550	b_1550																				공란	end
1551	b_1551	장호원	janghowon	43, 180, 203	장호원			용인			경기	k_gyeonggi										end
1552	b_1552	능서	neungseo	85, 183, 76	능서			여주			경기	k_gyeonggi										end
1553	b_1553	홍천	hongcheon	85, 183, 76	능서			여주			경기	k_gyeonggi										end
1554	b_1554	북내	buknae	43, 165, 73	여주			여주			경기	k_gyeonggi										end
1555	b_1555	대신	daesin	85, 183, 76	능서			여주			경기	k_gyeonggi										end
1556	b_1556	금사	geumsa	85, 183, 76	능서			여주			경기	k_gyeonggi										end
1557	b_1557	양동	yangdong	169, 204, 207	지평			여주			경기	k_gyeonggi										end
1558	b_1558	청운	cheongun	169, 204, 207	지평			여주			경기	k_gyeonggi										end
1559	b_1559	지평	jipyeong	169, 204, 207	지평			여주			경기	k_gyeonggi										end
1560	b_1560	단월	danwol	169, 204, 207	지평			여주			경기	k_gyeonggi										end
1561	b_1561	용문	yongmun	169, 204, 207	지평			여주			경기	k_gyeonggi										end
1562	b_1562	양평	yangpyeong	85, 0, 81	양평			여주			경기	k_gyeonggi										end
1563	b_1563	강상	gangsang	85, 0, 81	양평			여주			경기	k_gyeonggi										end
1564	b_1564	강하	gangha	85, 0, 81	양평			여주			경기	k_gyeonggi										end
1565	b_1565	서종	seojong	43, 12, 83	양서			여주			경기	k_gyeonggi										end
1566	b_1566	두물머리	yangseo	43, 12, 83	양서			여주			경기	k_gyeonggi									c-d 불일치	end
1567	b_1567	옥천	okcheon	43, 12, 83	양서			여주			경기	k_gyeonggi										end
1568	b_1568	조안	joan	43, 27, 213	남양주			의정부			개성	k_gaeseong										end
1569	b_1569	와부	wabu	43, 27, 213	남양주			의정부			개성	k_gaeseong										end
1570	b_1570	화도	hwado	43, 27, 213	남양주			의정부			개성	k_gaeseong										end
1571	b_1571	남양주	s.yangju	43, 27, 213	남양주			의정부			개성	k_gaeseong										end
1572	b_1572	수동	sudong	43, 42, 88	의정부			의정부			개성	k_gaeseong										end
1573	b_1573	오남	onam	43, 42, 88	의정부			의정부			개성	k_gaeseong										end
1574	b_1574	진건	jingeon	43, 27, 213	남양주			의정부			개성	k_gaeseong										end
1575	b_1575	진전	jinjeon	43, 42, 88	의정부			의정부			개성	k_gaeseong										end
1576	b_1576	의정부	uijeongbu	43, 42, 88	의정부			의정부			개성	k_gaeseong										end
1577	b_1577	별내	byeolnaemyeon	43, 42, 88	의정부			의정부			개성	k_gaeseong									c-d 불일치	end
1578	b_1578	창촌	naehongcheon	85, 60, 91	화촌			춘천			영서	k_yeongseo									c-d 불일치	end
1579	b_1579	서석	seoseok	85, 60, 91	화촌			춘천			영서	k_yeongseo										end
1580	b_1580	내촌	naechon	85, 60, 91	화촌			춘천			영서	k_yeongseo										end
1581	b_1581	두촌	duchon	85, 60, 91	화촌			춘천			영서	k_yeongseo										end
1582	b_1582	화촌	hwachon	85, 60, 91	화촌			춘천			영서	k_yeongseo										end
1583	b_1583	동홍천	e.hongcheon	169, 66, 92	홍천			춘천			영서	k_yeongseo										end
1584	b_1584	홍천	hongcheon	169, 66, 92	홍천			춘천			영서	k_yeongseo										end
1585	b_1585	북방	bukbang	169, 66, 92	홍천			춘천			영서	k_yeongseo										end
1586	b_1586	감물악	w.hongcheon	169, 66, 92	홍천			춘천			영서	k_yeongseo									c-d 불일치	end
1587	b_1587	현남	hyeonnam	1, 84, 96	동산			속초			영동	k_yeongdong										end
1588	b_1588	현북	hyeonbuk	1, 84, 96	동산			속초			영동	k_yeongdong										end
1589	b_1589	한계령	w.yangyang	42, 174, 163	양양			속초			영동	k_yeongdong										end
1590	b_1590	손양	sonyang	1, 84, 96	동산			속초			영동	k_yeongdong										end
1591	b_1591	강현	ganghyeon	42, 174, 163	양양			속초			영동	k_yeongdong										end
1592	b_1592	토성	toseong	126, 165, 34	속초			속초			영동	k_yeongdong										end
1593	b_1593	죽왕	jukwang	126, 165, 34	속초			속초			영동	k_yeongdong										end
1594	b_1594	간성	ganseong	126, 165, 34	속초			속초			영동	k_yeongdong										end
1595	b_1595	거진	geojin	85, 105, 226	고성			속초			영동	k_yeongdong										end
1596	b_1596	수동	sudong	85, 105, 226	고성			속초			영동	k_yeongdong										end
1597	b_1597	고성	koseong	85, 105, 226	고성			속초			영동	k_yeongdong										end
1598	b_1598	현내	hyeonnae	85, 105, 226	고성			속초			영동	k_yeongdong										end
1599	b_1599	송탄	w.goseong	42, 189,38	장전			통천			영동	k_yeongdong									c-d 불일치	end
1600	b_1600	외금감	oegeumgang	42, 189,38	장전			통천			영동	k_yeongdong										end
1601	b_1601	기린	girin	43, 117, 128	기린			인제			철원	k_cherwon										end
1602	b_1602	서화	seohwa	169, 126, 2	인제			인제			철원	k_cherwon										end
1603	b_1603	원통	n.inje	169, 126, 2	인제			인제			철원	k_cherwon									c-d 불일치	end
1604	b_1604	인제	inje	169, 126, 2	인제			인제			철원	k_cherwon										end
1605	b_1605	신남	s.inje	169, 126, 2	인제			인제			철원	k_cherwon									c-d 불일치	end
1606	b_1606	용하	s.yanggu	168, 183, 37	해안			인제			철원	k_cherwon									c-d 불일치	end
1607	b_1607	수입	suip	127, 138, 4	양구			인제			철원	k_cherwon										end
1608	b_1608	양구	yanggu	127, 138, 4	양구			인제			철원	k_cherwon										end
1609	b_1609	방산	bangsan	127, 138, 4	양구			인제			철원	k_cherwon										end
1610	b_1610	해안	haean	168, 183, 37	해안			인제			철원	k_cherwon										end
1611	b_1611	화천	hwacheon	43, 147, 133	화천			김화			철원	k_cherwon										end
1612	b_1612	상서	sangseo	43, 147, 133	화천			김화			철원	k_cherwon										end
1613	b_1613	하남	hanam	43, 147, 133	화천			김화			철원	k_cherwon										end
1614	b_1614	사북	sabuk	127, 168, 9	신북			춘천			영서	k_yeongseo										end
1615	b_1615	북산	buksan	127, 168, 9	신북			춘천			영서	k_yeongseo										end
1616	b_1616	만학	e.chuncheon	127, 168, 9	신북			춘천			영서	k_yeongseo									c-d 불일치	end
1617	b_1617	동내	dongnae	169, 171, 137	춘천			춘천			영서	k_yeongseo										end
1618	b_1618	신북	sinbuk	127, 168, 9	신북			춘천			영서	k_yeongseo										end
1619	b_1619	춘천	chuncheon	169, 171, 137	춘천			춘천			영서	k_yeongseo										end
1620	b_1620	금산	w.chuncheon	127, 183, 139	남산			춘천			영서	k_yeongseo										end
1621	b_1621	동산	dongsan	169, 171, 137	춘천			춘천			영서	k_yeongseo										end
1622	b_1622	신동	sindong	169, 171, 137	춘천			춘천			영서	k_yeongseo										end
1623	b_1623	남산	namsan	127, 183, 139	남산			춘천			영서	k_yeongseo										end
1624	b_1624	북면	bukmyeon	1, 189, 140	가평			가평			개성	k_gaeseong										end
1625	b_1625	가평	gapyeong	1, 189, 140	가평			가평			개성	k_gaeseong										end
1626	b_1626	하면	hamyeon	1, 189, 140	가평			가평			개성	k_gaeseong										end
1627	b_1627	상면	sangmyeon	126, 120, 154	설악			가평			개성	k_gaeseong										end
1628	b_1628	청평	cheongpyeong	126, 120, 154	설악			가평			개성	k_gaeseong										end
1629	b_1629	이동	idong	1, 204, 15	영북			포천			개성	k_gaeseong										end
1630	b_1630	영북	yeongbuk	1, 204, 15	영북			포천			개성	k_gaeseong										end
1631	b_1631	철원	cheolwon	43, 207, 143	철원			철원			철원	k_cherwon										end
1632	b_1632	일동	ildong	85, 210, 16	일동			포천			개성	k_gaeseong										end
1633	b_1633	영중	yeongjung	85, 210, 16	일동			포천			개성	k_gaeseong										end
1634	b_1634	창수	changsu	85, 210, 16	일동			포천			개성	k_gaeseong										end
1635	b_1635	화현	hwahyeon	127, 15, 19	포천			포천			개성	k_gaeseong										end
1636	b_1636	신북	sinbuk	127, 15, 19	포천			포천			개성	k_gaeseong										end
1637	b_1637	군내	gunnae	127, 15, 19	포천			포천			개성	k_gaeseong										end
1638	b_1638	포천	pocheon	127, 15, 19	포천			포천			개성	k_gaeseong										end
1639	b_1639	내촌	naechon	1, 21, 20	소흘			포천			개성	k_gaeseong										end
1640	b_1640	소흘	soheul	1, 21, 20	소흘			포천			개성	k_gaeseong										end
1641	b_1641	양주	yangju	43, 24, 148	양주			의정부			개성	k_gaeseong										end
1642	b_1642	백석	baekseok	43, 24, 148	양주			의정부			개성	k_gaeseong										end
1643	b_1643	장흥	jangheung	43, 24, 148	양주			의정부			개성	k_gaeseong										end
1644	b_1644	광적	gwangjeok	43, 24, 148	양주			의정부			개성	k_gaeseong										end
1645	b_1645	남면	nammyeon	43, 24, 148	양주			의정부			개성	k_gaeseong										end
1646	b_1646	적성	jeokseong	169, 48, 152	문산			고양			개성	k_gaeseong										end
1647	b_1647	법원	beopwon	169, 48, 152	문산			고양			개성	k_gaeseong										end
1648	b_1648	파령	paryeong	169, 48, 152	문산			고양			개성	k_gaeseong										end
1649	b_1649	문산	munsan	169, 48, 152	문산			고양			개성	k_gaeseong										end
1650	b_1650	파주읍	pajueup	169, 63, 27	파주			고양			개성	k_gaeseong										end
1651	b_1651	광탄	gwangtan	169, 63, 27	파주			고양			개성	k_gaeseong										end
1652	b_1652	탄현	tanhyeon	169, 63, 27	파주			고양			개성	k_gaeseong										end
1653	b_1653	월령	wollyeong	169, 63, 27	파주			고양			개성	k_gaeseong										end
1654	b_1654	파주	paju	169, 63, 27	파주			고양			개성	k_gaeseong										end
1655	b_1655	임남	imnam	85, 72, 156	통천			통천			영동	k_yeongdong										end
1656	b_1656	벽양	byeokyang	85, 72, 156	통천			통천			영동	k_yeongdong										end
1657	b_1657	통천	tongcheon	85, 72, 156	통천			통천			영동	k_yeongdong										end
1658	b_1658	고저	gojeo	85, 72, 156	통천			통천			영동	k_yeongdong										end
1659	b_1659	송전	songjeon	169, 78, 157	송전			통천			영동	k_yeongdong										end
1660	b_1660	학일	hakil	169, 78, 157	송전			통천			영동	k_yeongdong										end
1661	b_1661	흡곡	heubgok	169, 78, 157	송전			통천			영동	k_yeongdong										end
1662	b_1662	내금강	naegeumgang	169, 93, 32	사동			회양			철원	k_cherwon										end
1663	b_1663	안풍	anpung	169, 93, 32	사동			회양			철원	k_cherwon										end
1664	b_1664	사동	sadong	169, 93, 32	사동			회양			철원	k_cherwon										end
1665	b_1665	회양	hoeyang	1, 96, 160	회양			회양			철원	k_cherwon										end
1666	b_1666	상북	sangbuk	1, 96, 160	회양			회양			철원	k_cherwon										end
1667	b_1667	난곡	nangok	1, 96, 160	회양			회양			철원	k_cherwon										end
1668	b_1668	신고산	singosan	85, 117, 36	안변			원산			원산	k_wonsan										end
1669	b_1669	신모	sinmo	85, 117, 36	안변			원산			원산	k_wonsan										end
1670	b_1670	석왕사	seokwangsa	43, 90, 188	원산			원산			원산	k_wonsan										end
1671	b_1671	서곡	seogok	43, 90, 188	원산			원산			원산	k_wonsan										end
1672	b_1672	안변	anbyeon	85, 117, 36	안변			원산			원산	k_wonsan										end
1673	b_1673	안도	ando	43, 90, 188	원산			원산			원산	k_wonsan										end
1674	b_1674	통구	tonggu	169, 93, 32	사동			회양			철원	k_cherwon										end
1675	b_1675	임남	imnam	43, 129, 38	창도			김화			철원	k_cherwon										end
1676	b_1676	창도	changdo	43, 129, 38	창도			김화			철원	k_cherwon										end
1677	b_1677	원북	wonbuk	1, 141, 40	원남			김화			철원	k_cherwon										end
1678	b_1678	원동	wondong	43, 129, 38	창도			김화			철원	k_cherwon										end
1679	b_1679	금성	geumseong	1, 141, 40	원남			김화			철원	k_cherwon										end
1680	b_1680	원남	wonnam	1, 141, 40	원남			김화			철원	k_cherwon										end
1681	b_1681	근북	geunbuk	169, 153, 42	김화			김화			철원	k_cherwon										end
1682	b_1682	근동	geundong	1, 141, 40	원남			김화			철원	k_cherwon										end
1683	b_1683	근남	geunnam	169, 153, 42	김화			김화			철원	k_cherwon										end
1684	b_1684	김화	gimhwa	169, 153, 42	김화			김화			철원	k_cherwon										end
1685	b_1685	갈말	galmal	43, 207, 143	철원			철원			철원	k_cherwon										end
1686	b_1686	동송	dongsong	43, 207, 143	철원			철원			철원	k_cherwon										end
1687	b_1687	북면	bukmyeon	43, 207, 143	철원			철원			철원	k_cherwon										end
1688	b_1688	어운	eoun	43, 207, 143	철원			철원			철원	k_cherwon										end
1689	b_1689	태봉	n.cheolwon	169, 168, 172	묘장			철원			철원	k_cherwon									c-d 불일치	end
1690	b_1690	묘장	myojang	169, 168, 172	묘장			철원			철원	k_cherwon										end
1691	b_1691	내문	naemun	169, 168, 172	묘장			철원			철원	k_cherwon										end
1692	b_1692	지암	s.pyeonggang	127, 180, 174	평강			철원			철원	k_cherwon									c-d 불일치	end
1693	b_1693	평강	pyeonggang	127, 180, 174	평강			철원			철원	k_cherwon										end
1694	b_1694	옥동	w.pyeonggang	127, 180, 174	평강			철원			철원	k_cherwon									c-d 불일치	end
1695	b_1695	현내	hyeonnae	1, 186, 175	현내			철원			철원	k_cherwon										end
1696	b_1696	목전	mokjeon	127, 180, 174	평강			철원			철원	k_cherwon										end
1697	b_1697	유진	yujin	1, 186, 175	현내			철원			철원	k_cherwon										end
1698	b_1698	웅탄	ungtan	169, 198, 177	방장			이천			철원	k_cherwon										end
1699	b_1699	방장	bangjang	169, 198, 177	방장			이천			철원	k_cherwon										end
1700	b_1700	낙양	nagyang	169, 0 52	학봉			이천			철원	k_cherwon										end
1701	b_1701	산내	sannae	169, 0 52	학봉			이천			철원	k_cherwon										end
1702	b_1702	판교	pangyo	169, 198, 177	방장			이천			철원	k_cherwon										end
1703	b_1703	용포	yongpo	169, 198, 177	방장			이천			철원	k_cherwon										end
1704	b_1704	학봉	hakbong	169, 0 52	학봉			이천			철원	k_cherwon										end
1705	b_1705																					end
1706	b_1706																					end
1707	b_1707																					end
1708	b_1708																					end
1709	b_1709																					end
1710	b_1710																					end
1711	b_1711																					end
1712	b_1712																					end
1713	b_1713																					end
1714	b_1714																					end
1715	b_1715																					end
1716	b_1716																					end
1717	b_1717																					end
1718	b_1718																					end
1719	b_1719																					end
1720	b_1720																					end
1721	b_1721																					end
1722	b_1722																					end
1723	b_1723																					end
1724	b_1724																					end
1725	b_1725																					end
1726	b_1726																					end
1727	b_1727																					end
1728	b_1728																					end
1729	b_1729																					end
1730	b_1730																					end
1731	b_1731																					end
1732	b_1732																					end
1733	b_1733																					end
1734	b_1734																					end
1735	b_1735																					end
1736	b_1736																					end
1737	b_1737																					end
1738	b_1738																					end
1739	b_1739																					end
1740	b_1740																					end
1741	b_1741																					end
1742	b_1742																					end
1743	b_1743																					end
1744	b_1744																					end
1745	b_1745																					end
1746	b_1746																					end
1747	b_1747																					end
